
0,0.4275
0.3,0.4275
0.6,0.4195
0.8,0.425
0.85,0.4884
0.9,0.6015
0.95,0.7802
1,0.9413
1.05,1.0147
1.1, 1
1.15,0.9696
1.2,0.9347
1.25,0.8929
1.3,0.8742
1.4,0.87
1.5,0.8697
1.8,0.869
2,0.868
10,0.868
