# Time (s), Altitude AGL (m), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Speed - Velocity Magnitude (m/s), Attitude Angle (°), Path Angle (°), Angle of Attack (°)
8.549797,1269.318499,-64.692481,208.766248,2740.784577,-13.677328,44.451433,227.611191,232.314127,77.127741,78.451656,0.111340
8.568878,1273.658752,-64.953397,209.614197,2745.124830,-13.669931,44.424486,227.302765,232.006356,77.117753,78.443165,0.112351
8.587960,1277.993123,-65.214171,210.461633,2749.459201,-13.662549,44.397594,226.994720,231.698974,77.107924,78.434657,0.112911
8.607042,1282.321620,-65.474805,211.308556,2753.787698,-13.655182,44.370750,226.687056,231.391981,77.098214,78.426134,0.113530
8.626123,1286.644249,-65.735298,212.154967,2758.110328,-13.647832,44.343950,226.379772,231.085375,77.088566,78.417595,0.113997
8.645205,1290.961019,-65.995651,213.000867,2762.427097,-13.640499,44.317193,226.072868,230.779155,77.078912,78.409041,0.114526
8.668531,1296.229977,-66.313722,214.034220,2767.696056,-13.631558,44.284544,225.698216,230.405349,77.067038,78.398564,0.116018
8.691857,1301.490203,-66.631585,215.066812,2772.956281,-13.622640,44.251966,225.324125,230.032115,77.054982,78.388062,0.117443
8.715182,1306.741709,-66.949240,216.098645,2778.207787,-13.613743,44.219472,224.950590,229.659452,77.042700,78.377534,0.118907
8.738508,1311.984509,-67.266688,217.129721,2783.450587,-13.604863,44.187069,224.577609,229.287356,77.030195,78.366977,0.120311
8.761834,1317.218614,-67.583928,218.160043,2788.684693,-13.595999,44.154770,224.205176,228.915827,77.017470,78.356387,0.121689
8.785160,1322.444039,-67.900963,219.189612,2793.910117,-13.587145,44.122577,223.833288,228.544860,77.004642,78.345765,0.123044
8.807399,1327.417943,-68.203034,220.170516,2798.884021,-13.578719,44.091986,223.479231,228.191700,76.992291,78.335607,0.124021
8.829638,1332.383979,-68.504919,221.150741,2803.850057,-13.570300,44.061496,223.125666,227.839047,76.979993,78.325417,0.125041
8.851877,1337.342157,-68.806616,222.130289,2808.808235,-13.561896,44.031097,222.772592,227.486901,76.967699,78.315199,0.126023
8.874116,1342.292489,-69.108126,223.109162,2813.758567,-13.553506,44.000794,222.420006,227.135261,76.955490,78.304949,0.127009
8.896355,1347.234984,-69.409450,224.087363,2818.701063,-13.545127,43.970565,222.067912,226.784123,76.943412,78.294675,0.127982
8.918594,1352.169655,-69.710588,225.064891,2823.635734,-13.536776,43.940424,221.716303,226.433487,76.931274,78.284372,0.128945
8.930614,1354.833427,-69.873266,225.592934,2826.299505,-13.532261,43.924163,221.526474,226.244188,76.924856,78.278794,0.129015
8.942633,1357.494917,-70.035890,226.120781,2828.960995,-13.527759,43.907921,221.336787,226.055036,76.918337,78.273208,0.129104
8.954653,1360.154128,-70.198459,226.648434,2831.620206,-13.523259,43.891701,221.147242,225.866028,76.911863,78.267614,0.129179
8.966672,1362.811062,-70.360974,227.175891,2834.277140,-13.518767,43.875501,220.957839,225.677166,76.905359,78.262014,0.129250
8.978692,1365.465721,-70.523436,227.703154,2836.931799,-13.514280,43.859322,220.768577,225.488449,76.898860,78.256406,0.129322
8.989983,1367.957508,-70.676007,228.198303,2839.423587,-13.510070,43.844141,220.590908,225.311294,76.892734,78.251131,0.129392
9.001274,1370.447291,-70.828532,228.693280,2841.913369,-13.505865,43.828979,220.413363,225.134267,76.886594,78.245849,0.129460
9.012566,1372.935069,-70.981008,229.188086,2844.401147,-13.501664,43.813836,220.235942,224.957367,76.880432,78.240560,0.129527
9.023857,1375.420845,-71.133438,229.682721,2846.886923,-13.497468,43.798711,220.058644,224.780595,76.874246,78.235265,0.129595
9.035149,1377.904619,-71.285820,230.177185,2849.370698,-13.493276,43.783607,219.881470,224.603948,76.868036,78.229963,0.129661
9.055120,1382.292923,-71.555231,231.051357,2853.759001,-13.485873,43.756939,219.568393,224.291814,76.856987,78.220568,0.129856
9.075092,1386.674978,-71.824494,231.924996,2858.141056,-13.478481,43.730337,219.255699,223.980073,76.845873,78.211150,0.130781
9.095064,1391.050791,-72.093610,232.798105,2862.516869,-13.471101,43.703801,218.943386,223.668726,76.834677,78.201709,0.131321
9.115036,1395.420371,-72.362579,233.670684,2866.886449,-13.463732,43.677333,218.631452,223.357770,76.823421,78.192244,0.131927
9.135008,1399.783724,-72.631400,234.542736,2871.249803,-13.456374,43.650934,218.319897,223.047205,76.812115,78.182756,0.132383
9.154979,1404.140859,-72.900075,235.414261,2875.606938,-13.449026,43.624605,218.008720,222.737029,76.800786,78.173243,0.132897
9.178701,1409.307976,-73.219003,236.448732,2880.774055,-13.440313,43.593420,217.639607,222.369122,76.787329,78.161914,0.134139
9.202422,1414.466344,-73.537724,237.482465,2885.932422,-13.431615,43.562330,217.271022,222.001761,76.773875,78.150551,0.135328
9.226144,1419.615974,-73.856239,238.515462,2891.082052,-13.422934,43.531330,216.902965,221.634943,76.760441,78.139155,0.136555
9.249866,1424.756879,-74.174549,239.547724,2896.222957,-13.414271,43.500418,216.535434,221.268667,76.747016,78.127727,0.137749
9.273587,1429.889073,-74.492653,240.579253,2901.355151,-13.405625,43.469592,216.168426,220.902931,76.733608,78.116267,0.138934
9.297309,1435.012566,-74.810552,241.610053,2906.478644,-13.397000,43.438849,215.801942,220.537732,76.720177,78.104775,0.140105
9.320631,1440.041511,-75.122911,242.622824,2911.507589,-13.388537,43.408703,215.442122,220.179191,76.706956,78.093446,0.141149
9.343954,1445.062070,-75.435073,243.634893,2916.528148,-13.380093,43.378636,215.082803,219.821166,76.693680,78.082085,0.142194
9.367277,1450.074254,-75.747038,244.646262,2921.540332,-13.371668,43.348651,214.723983,219.463656,76.680348,78.070694,0.143218
9.390600,1455.078075,-76.058807,245.656932,2926.544153,-13.363259,43.318745,214.365661,219.106657,76.666965,78.059271,0.144233
9.413923,1460.073545,-76.370380,246.666906,2931.539623,-13.354869,43.288925,214.007833,218.750169,76.653474,78.047815,0.145232
9.437246,1465.060674,-76.681758,247.676185,2936.526753,-13.346492,43.259187,213.650499,218.394189,76.639985,78.036328,0.146223
9.461216,1470.177329,-77.001561,248.712712,2941.643407,-13.337904,43.228713,213.283773,218.028872,76.625974,78.024488,0.147365
9.485185,1475.285199,-77.321158,249.748509,2946.751277,-13.329326,43.198334,212.917562,217.664088,76.612021,78.012612,0.148481
9.509154,1480.384297,-77.640550,250.783579,2951.850376,-13.320770,43.168034,212.551867,217.299835,76.597930,78.000704,0.149588
9.533123,1485.474637,-77.959737,251.817924,2956.940715,-13.312228,43.137839,212.186681,216.936111,76.583847,77.988756,0.150684
9.557093,1490.556229,-78.278719,252.851546,2962.022307,-13.303697,43.107712,211.822011,216.572915,76.569826,77.976779,0.151768
9.581062,1495.629086,-78.597498,253.884447,2967.095164,-13.295210,43.077693,211.457842,216.210243,76.555389,77.964760,0.152775
9.593545,1498.267605,-78.763439,254.422103,2969.733684,-13.290782,43.062091,211.268383,216.021569,76.548067,77.958488,0.152799
9.606029,1500.903760,-78.929325,254.959565,2972.369838,-13.286361,43.046514,211.079060,215.833036,76.540704,77.952206,0.152920
9.618512,1503.537553,-79.095155,255.496833,2975.003631,-13.281941,43.030958,210.889875,215.644645,76.533374,77.945915,0.153011
9.630995,1506.168984,-79.260931,256.033906,2977.635062,-13.277527,43.015425,210.700827,215.456395,76.526019,77.939615,0.153102
9.643479,1508.798056,-79.426651,256.570786,2980.264135,-13.273116,42.999913,210.511916,215.268286,76.518670,77.933305,0.153192
9.655251,1511.275144,-79.582877,257.076892,2982.741223,-13.268962,42.985305,210.333895,215.091025,76.511726,77.927347,0.153279
9.667023,1513.750137,-79.739054,257.582827,2985.216216,-13.264811,42.970716,210.155995,214.913890,76.504774,77.921381,0.153364
9.678795,1516.223037,-79.895183,258.088591,2987.689115,-13.260665,42.956146,209.978216,214.736879,76.497808,77.915406,0.153450
9.690567,1518.693844,-80.051262,258.594183,2990.159922,-13.256524,42.941596,209.800558,214.559992,76.490827,77.909424,0.153534
9.702339,1521.162561,-80.207293,259.099604,2992.628639,-13.252388,42.927064,209.623020,214.383230,76.483830,77.903433,0.153619
9.723255,1525.543831,-80.484409,259.997215,2997.009909,-13.245051,42.901292,209.307866,214.069463,76.471352,77.892767,0.153842
9.744171,1529.918512,-80.761372,260.894288,3001.384591,-13.237730,42.875582,208.993089,213.756086,76.458828,77.882074,0.154714
9.765088,1534.286614,-81.038181,261.790824,3005.752692,-13.230425,42.849935,208.678688,213.443098,76.446233,77.871355,0.155245
9.786004,1538.648143,-81.314838,262.686824,3010.114222,-13.223136,42.824352,208.364662,213.130497,76.433583,77.860607,0.155837
9.806921,1543.003109,-81.591343,263.582290,3014.469187,-13.215861,42.798834,208.051009,212.818283,76.420877,77.849832,0.156295
9.827837,1547.351517,-81.867696,264.477223,3018.817595,-13.208600,42.773381,207.737727,212.506453,76.408131,77.839029,0.156804
9.853757,1552.731019,-82.209944,265.585494,3024.197097,-13.199619,42.741931,207.350019,212.120562,76.392296,77.825602,0.157562
9.879677,1558.100480,-82.551960,266.692952,3029.566558,-13.190657,42.710581,206.962877,211.735259,76.376406,77.812132,0.157414
9.905597,1563.459913,-82.893744,267.799598,3034.925991,-13.181712,42.679329,206.576301,211.350540,76.360505,77.798619,0.157450
9.931517,1568.809333,-83.235296,268.905435,3040.275411,-13.172783,42.648176,206.190286,210.966403,76.344584,77.785063,0.157608
9.957436,1574.148755,-83.576617,270.010466,3045.614833,-13.163870,42.617117,205.804832,210.582846,76.328660,77.771465,0.157835
9.983356,1579.478194,-83.917707,271.114693,3050.944272,-13.154977,42.586151,205.419936,210.199867,76.312679,77.757824,0.158067
10.009276,1584.797663,-84.258567,272.218119,3056.263741,-13.146100,42.555279,205.035597,209.817463,76.296701,77.744140,0.158284
10.022671,1587.542842,-84.434632,272.788052,3059.008920,-13.141521,42.539359,204.837190,209.620063,76.288402,77.737052,0.158382
10.036067,1590.285365,-84.610635,273.357772,3061.751443,-13.136948,42.523465,204.638929,209.422816,76.280101,77.729951,0.158497
10.049462,1593.025232,-84.786578,273.927279,3064.491310,-13.132379,42.507594,204.440816,209.225721,76.271785,77.722840,0.158614
10.062857,1595.762447,-84.962459,274.496574,3067.228525,-13.127817,42.491749,204.242851,209.028779,76.263447,77.715717,0.158732
10.076252,1598.497011,-85.138279,275.065657,3069.963089,-13.123259,42.475928,204.045031,208.831988,76.255101,77.708583,0.158850
10.089648,1601.228926,-85.314038,275.634528,3072.695005,-13.118708,42.460131,203.847358,208.635349,76.246728,77.701436,0.158968
10.102597,1603.867390,-85.483889,276.184262,3075.333468,-13.114313,42.444884,203.656404,208.445399,76.238623,77.694517,0.159091
10.115546,1606.503382,-85.653683,276.733799,3077.969460,-13.109924,42.429660,203.465586,208.255590,76.230497,77.687587,0.159193
10.128496,1609.136903,-85.823420,277.283139,3080.602981,-13.105539,42.414459,203.274904,208.065922,76.222358,77.680645,0.159292
10.141445,1611.767957,-85.993101,277.832282,3083.234035,-13.101160,42.399280,203.084357,207.876394,76.214201,77.673693,0.159389
10.154395,1614.396543,-86.162725,278.381229,3085.862621,-13.096786,42.384126,202.893945,207.687007,76.206031,77.666729,0.159487
10.168515,1617.260066,-86.347626,278.979603,3088.726144,-13.092022,42.367627,202.686465,207.480650,76.197103,77.659123,0.159589
10.182636,1620.120660,-86.532459,279.577744,3091.586739,-13.087263,42.351155,202.479146,207.274459,76.188158,77.651504,0.159696
10.196757,1622.978328,-86.717226,280.175652,3094.444407,-13.082511,42.334711,202.271986,207.068433,76.179198,77.643871,0.159801
10.210877,1625.833072,-86.901926,280.773328,3097.299150,-13.077764,42.318295,202.064985,206.862573,76.170222,77.636225,0.159907
10.224998,1628.684894,-87.086558,281.370773,3100.150972,-13.073023,42.301906,201.858144,206.656878,76.161232,77.628566,0.160012
10.247067,1633.136243,-87.374992,282.304074,3104.602321,-13.065623,42.276347,201.535183,206.335721,76.147157,77.616568,0.160294
10.269137,1637.580469,-87.663263,283.236811,3109.046547,-13.058237,42.250854,201.212608,206.014965,76.133070,77.604537,0.161335
10.291206,1642.017579,-87.951370,284.168987,3113.483658,-13.050864,42.225428,200.890419,205.694609,76.118945,77.592474,0.161956
10.313276,1646.447584,-88.239316,285.100602,3117.913662,-13.043504,42.200068,200.568613,205.374651,76.104793,77.580378,0.162634
10.335345,1650.870490,-88.527098,286.031658,3122.336568,-13.036157,42.174773,200.247190,205.055090,76.090609,77.568249,0.163155
10.357415,1655.286307,-88.814719,286.962157,3126.752386,-13.028823,42.149542,199.926148,204.735925,76.076395,77.556087,0.163737
10.382021,1660.201392,-89.135213,287.998965,3131.667470,-13.020662,42.121488,199.568649,204.380535,76.060515,77.542488,0.164703
10.406628,1665.107686,-89.455505,289.035083,3136.573764,-13.012518,42.093513,199.211621,204.025634,76.044588,77.528849,0.165628
10.431234,1670.005200,-89.775598,290.070514,3141.471278,-13.004391,42.065617,198.855061,203.671220,76.028614,77.515168,0.166568
10.455841,1674.893946,-90.095491,291.105259,3146.360024,-12.996282,42.037800,198.498969,203.317290,76.012587,77.501445,0.167491
10.480447,1679.773936,-90.415184,292.139321,3151.240014,-12.988189,42.010063,198.143341,202.963844,75.996508,77.487681,0.168408
10.505054,1684.645181,-90.734679,293.172702,3156.111259,-12.980115,41.982405,197.788177,202.610880,75.980375,77.473875,0.169316
10.529660,1689.507692,-91.053975,294.205403,3160.973770,-12.972078,41.954834,197.433467,202.258392,75.964193,77.460023,0.170098
10.554267,1694.361480,-91.373075,295.237426,3165.827558,-12.964145,41.927376,197.079190,201.906367,75.948032,77.446110,0.170881
10.578873,1699.206556,-91.691981,296.268776,3170.672634,-12.956321,41.900033,196.725339,201.554802,75.932126,77.432136,0.171706
10.603480,1704.042930,-92.010695,297.299454,3175.509008,-12.948574,41.872787,196.371921,201.203696,75.916664,77.418108,0.172556
10.628086,1708.870613,-92.329220,298.329463,3180.336691,-12.940888,41.845634,196.018935,200.853047,75.901634,77.404028,0.173404
10.652693,1713.689616,-92.647555,299.358805,3185.155694,-12.933206,41.818567,195.666386,200.502855,75.887313,77.389902,0.174235
10.664552,1716.008998,-92.800907,299.854650,3187.475076,-12.929503,41.805540,195.496636,200.334246,75.880548,77.383082,0.174301
10.676411,1718.326368,-92.954215,300.350340,3189.792446,-12.925793,41.792531,195.326989,200.165742,75.873900,77.376253,0.174405
10.688270,1720.641727,-93.107478,300.845877,3192.107805,-12.922075,41.779534,195.157445,199.997344,75.867328,77.369416,0.174503
10.700129,1722.955075,-93.260698,301.341259,3194.421154,-12.918349,41.766549,194.988003,199.829051,75.860809,77.362572,0.174604
10.711988,1725.266415,-93.413873,301.836488,3196.732493,-12.914611,41.753575,194.818665,199.660864,75.854328,77.355720,0.174711
10.726161,1728.026315,-93.596891,302.428188,3199.492393,-12.910131,41.738083,194.616406,199.459982,75.846591,77.347522,0.174843
10.740335,1730.783350,-93.779846,303.019668,3202.249428,-12.905636,41.722607,194.414294,199.259251,75.838836,77.339313,0.174987
10.754509,1733.537520,-93.962737,303.610929,3205.003598,-12.901127,41.707147,194.212328,199.058668,75.831024,77.331093,0.175134
10.768683,1736.288829,-94.145564,304.201971,3207.754908,-12.896608,41.691705,194.010508,198.858235,75.823126,77.322863,0.175283
10.782857,1739.037279,-94.328326,304.792794,3210.503357,-12.892080,41.676281,193.808832,198.657951,75.815116,77.314621,0.175429
10.805361,1743.395258,-94.618376,305.730425,3214.861336,-12.884884,41.651832,193.488918,198.340255,75.802127,77.301508,0.175745
10.827866,1747.746041,-94.908263,306.667506,3219.212119,-12.877693,41.627440,193.169363,198.022932,75.788783,77.288361,0.176673
10.850370,1752.089637,-95.197989,307.604038,3223.555715,-12.870522,41.603110,192.850164,197.705981,75.775059,77.275176,0.177218
10.872875,1756.426053,-95.487554,308.540024,3227.892131,-12.863385,41.578847,192.531317,197.389400,75.761006,77.261950,0.177791
10.895380,1760.755298,-95.776959,309.475465,3232.221376,-12.856292,41.554658,192.212818,197.073188,75.746690,77.248680,0.178220
10.917884,1765.077379,-96.066204,310.410362,3236.543457,-12.849250,41.530544,191.894666,196.757343,75.732209,77.235365,0.178698
10.945003,1770.276237,-96.414553,311.536249,3241.742315,-12.840832,41.501586,191.511732,196.377219,75.714672,77.219260,0.179301
10.972123,1775.464716,-96.762674,312.661352,3246.930794,-12.832484,41.472737,191.129297,195.997625,75.697176,77.203088,0.179192
10.999242,1780.642831,-97.110570,313.785674,3252.108909,-12.824194,41.443993,190.747363,195.618560,75.679864,77.186853,0.179252
11.026361,1785.810594,-97.458241,314.909218,3257.276673,-12.815943,41.415344,190.365929,195.240022,75.662817,77.170558,0.179430
11.053481,1790.968021,-97.805689,316.031986,3262.434099,-12.807718,41.386784,189.984997,194.862009,75.646009,77.154206,0.179671
11.080600,1796.115123,-98.152914,317.153981,3267.581201,-12.799500,41.358306,189.604567,194.484520,75.629424,77.137801,0.179923
11.107719,1801.251916,-98.499916,318.275204,3272.717994,-12.791282,41.329901,189.224640,194.107553,75.612950,77.121344,0.180174
11.119996,1803.573997,-98.656934,318.782538,3275.040075,-12.787561,41.317069,189.052809,193.937068,75.605486,77.113877,0.180281
11.132274,1805.893969,-98.813905,319.289714,3277.360047,-12.783836,41.304250,188.881081,193.766690,75.598036,77.106400,0.180398
11.144551,1808.211834,-98.970831,319.796733,3279.677912,-12.780111,41.291447,188.709454,193.596418,75.590556,77.098912,0.180515
11.156828,1810.527592,-99.127711,320.303596,3281.993670,-12.776384,41.278659,188.537930,193.426252,75.583063,77.091413,0.180634
11.169105,1812.841245,-99.284546,320.810301,3284.307323,-12.772657,41.265886,188.366508,193.256192,75.575528,77.083904,0.180752
11.181382,1815.152793,-99.441335,321.316849,3286.618872,-12.768929,41.253130,188.195188,193.086237,75.567960,77.076384,0.180869
11.196463,1817.989333,-99.633865,321.938859,3289.455411,-12.764352,41.237482,187.984883,192.877616,75.558603,77.067132,0.181038
11.211544,1820.822702,-99.826327,322.560634,3292.288780,-12.759776,41.221859,187.774730,192.669154,75.549170,77.057863,0.181178
11.226624,1823.652903,-100.018719,323.182173,3295.118981,-12.755206,41.206262,187.564729,192.460850,75.539656,77.048576,0.181312
11.241705,1826.479938,-100.211043,323.803477,3297.946016,-12.750642,41.190691,187.354879,192.252705,75.530061,77.039271,0.181440
11.256786,1829.303810,-100.403298,324.424547,3300.769888,-12.746086,41.175147,187.145179,192.044717,75.520388,77.029948,0.181564
11.271867,1832.124520,-100.595484,325.045382,3303.590598,-12.741540,41.159631,186.935628,191.836887,75.510643,77.020607,0.181685
11.286947,1834.942071,-100.787602,325.665983,3306.408149,-12.737004,41.144143,186.726227,191.629214,75.500833,77.011246,0.181803
11.302028,1837.756465,-100.979652,326.286351,3309.222544,-12.732481,41.128683,186.516975,191.421698,75.490967,77.001866,0.181920
11.325363,1842.105018,-101.276680,327.245801,3313.571096,-12.725508,41.104818,186.193486,191.100913,75.475619,76.987314,0.182208
11.348698,1846.446026,-101.573545,328.204694,3317.912104,-12.718567,41.081022,185.870350,190.780501,75.460222,76.972715,0.183136
11.372032,1850.779498,-101.870249,329.163032,3322.245576,-12.711658,41.057295,185.547567,190.460461,75.444790,76.958068,0.183704
11.395367,1855.105442,-102.166792,330.120818,3326.571520,-12.704778,41.033635,185.225135,190.140793,75.429370,76.943375,0.184325
11.418702,1859.423866,-102.463175,331.078052,3330.889944,-12.697923,41.010041,184.903054,189.821495,75.413981,76.928636,0.184817
11.442037,1863.734779,-102.759398,332.034736,3335.200857,-12.691090,40.986510,184.581323,189.502566,75.398641,76.913851,0.185366
11.470233,1868.933813,-103.117124,333.190005,3340.399892,-12.682857,40.958160,184.193030,189.117683,75.380185,76.895926,0.186687
11.498429,1874.121907,-103.474618,334.344474,3345.587985,-12.674643,40.929897,183.805247,188.733336,75.361776,76.877937,0.187966
11.526626,1879.299074,-103.831880,335.498149,3350.765152,-12.666443,40.901719,183.417973,188.349522,75.343385,76.859884,0.189292
11.554822,1884.465328,-104.188911,336.651029,3355.931406,-12.658254,40.873624,183.031207,187.966239,75.324964,76.841768,0.190585
11.583018,1889.620684,-104.545712,337.803119,3361.086762,-12.650075,40.845613,182.644945,187.583487,75.306462,76.823589,0.191870
11.611214,1894.765156,-104.902282,338.954420,3366.231234,-12.641910,40.817686,182.259186,187.201262,75.287843,76.805345,0.193138
11.639411,1899.898758,-105.258622,340.104935,3371.364836,-12.633761,40.789844,181.873928,186.819563,75.269067,76.787036,0.194387
11.667607,1905.021504,-105.614733,341.254667,3376.487582,-12.625633,40.762089,181.489167,186.438387,75.250133,76.768661,0.195618
11.695803,1910.133409,-105.970615,342.403616,3381.599487,-12.617532,40.734423,181.104901,186.057734,75.231032,76.750217,0.196829
11.724000,1915.234485,-106.326269,343.551787,3386.700563,-12.609459,40.706847,180.721126,185.677600,75.211791,76.731704,0.198024
11.752196,1920.324747,-106.681695,344.699182,3391.790825,-12.601419,40.679361,180.337841,185.297984,75.192438,76.713121,0.199204
11.780392,1925.404209,-107.036896,345.845803,3396.870287,-12.593411,40.651967,179.955042,184.918884,75.172991,76.694467,0.200371
11.807500,1930.277375,-107.378169,346.947424,3401.743453,-12.585742,40.625715,179.587482,184.554906,75.154262,76.676467,0.201303
11.834607,1935.140583,-107.719234,348.048335,3406.606661,-12.578102,40.599546,179.220370,184.191402,75.135477,76.658401,0.202258
11.861715,1939.993845,-108.060093,349.148537,3411.459923,-12.570486,40.573458,178.853703,183.828370,75.116713,76.640271,0.203194
11.888823,1944.837174,-108.400746,350.248033,3416.303252,-12.562895,40.547448,178.487481,183.465808,75.097904,76.622075,0.204129
11.915930,1949.670582,-108.741193,351.346826,3421.136660,-12.555324,40.521520,178.121702,183.103715,75.079105,76.603815,0.205059
11.943038,1954.494080,-109.081435,352.444916,3425.960158,-12.547771,40.495664,177.756366,182.742089,75.060280,76.585491,0.205983
11.964569,1958.318276,-109.351540,353.316618,3429.784354,-12.541786,40.475185,177.466497,182.455185,75.045245,76.570890,0.206258
11.986100,1962.136233,-109.621516,354.187879,3433.602311,-12.535808,40.454751,177.176906,182.168574,75.030247,76.556249,0.206663
12.007632,1965.947959,-109.891363,355.058701,3437.414037,-12.529844,40.434366,176.887591,181.882256,75.015130,76.541567,0.207021
12.029163,1969.753457,-110.161082,355.929084,3441.219536,-12.523887,40.414029,176.598552,181.596228,75.000045,76.526844,0.207393
12.050694,1973.552736,-110.430673,356.799030,3445.018814,-12.517945,40.393738,176.309788,181.310491,74.984811,76.512080,0.207755
12.072225,1977.345800,-110.700136,357.668540,3448.811878,-12.512011,40.373498,176.021296,181.025044,74.969584,76.497274,0.208120
12.086710,1979.894099,-110.881347,358.253259,3451.360177,-12.508027,40.359906,175.827367,180.833171,74.959267,76.487290,0.208285
12.101196,1982.439589,-111.062499,358.837782,3453.905667,-12.504050,40.346338,175.633561,180.641429,74.948932,76.477286,0.208443
12.115681,1984.982273,-111.243594,359.422109,3456.448352,-12.500078,40.332791,175.439877,180.449817,74.938563,76.467264,0.208595
12.130166,1987.522153,-111.424631,360.006240,3458.988231,-12.496113,40.319266,175.246316,180.258335,74.928164,76.457222,0.208745
12.144651,1990.059230,-111.605611,360.590174,3461.525308,-12.492154,40.305764,175.052877,180.066982,74.917737,76.447161,0.208895
12.159971,1992.739402,-111.796954,361.207533,3464.205480,-12.487974,40.291508,174.848428,179.864748,74.906677,76.436499,0.209053
12.175290,1995.416444,-111.988233,361.824673,3466.882522,-12.483802,40.277277,174.644114,179.662659,74.895590,76.425815,0.209213
12.190610,1998.090356,-112.179448,362.441596,3469.556434,-12.479638,40.263070,174.439937,179.460714,74.884475,76.415109,0.209371
12.205930,2000.761142,-112.370599,363.058301,3472.227220,-12.475482,40.248889,174.235895,179.258913,74.873335,76.404381,0.209531
12.221249,2003.428803,-112.561686,363.674789,3474.894881,-12.471333,40.234732,174.031988,179.057256,74.862173,76.393631,0.209691
12.246097,2007.748939,-112.871483,364.674233,3479.215017,-12.464621,40.211823,173.701551,178.730485,74.844028,76.376149,0.210046
12.270944,2012.060869,-113.181113,365.673108,3483.526947,-12.457928,40.188979,173.371468,178.404091,74.825852,76.358608,0.210979
12.295791,2016.364602,-113.490577,366.671417,3487.830680,-12.451254,40.166199,173.041736,178.078072,74.807627,76.341008,0.211593
12.320639,2020.660146,-113.799876,367.669160,3492.126224,-12.444599,40.143483,172.712357,177.752427,74.789366,76.323350,0.212260
12.345486,2024.947510,-114.109009,368.666340,3496.413588,-12.437961,40.120829,172.383327,177.427155,74.771064,76.305634,0.212805
12.370334,2029.226703,-114.417978,369.662957,3500.692781,-12.431339,40.098237,172.054647,177.102254,74.752721,76.287859,0.213400
12.400434,2034.399571,-114.792041,370.869505,3505.865649,-12.423340,40.070952,171.656951,176.709167,74.730456,76.266248,0.214749
12.430534,2039.560476,-115.165865,372.075234,3511.026555,-12.415363,40.043758,171.259765,176.316621,74.708110,76.244550,0.216055
12.460634,2044.709434,-115.539448,373.280145,3516.175512,-12.407409,40.016653,170.863084,175.924614,74.685674,76.222766,0.217403
12.490734,2049.846459,-115.912792,374.484242,3521.312537,-12.399478,39.989637,170.466909,175.533146,74.663139,76.200895,0.218717
12.520834,2054.971566,-116.285898,375.687527,3526.437645,-12.391571,39.962711,170.071236,175.142212,74.640494,76.178936,0.220023
12.550934,2060.084772,-116.658767,376.890002,3531.550850,-12.383687,39.935874,169.676063,174.751813,74.617737,76.156888,0.221316
12.581034,2065.186090,-117.031398,378.091672,3536.652168,-12.375828,39.909127,169.281388,174.361945,74.594865,76.134751,0.222593
12.611134,2070.275536,-117.403793,379.292537,3541.741614,-12.367994,39.882470,168.887208,173.972606,74.571878,76.112525,0.223858
12.641234,2075.353124,-117.775953,380.492602,3546.819202,-12.360187,39.855902,168.493521,173.583795,74.548787,76.090207,0.225109
12.671334,2080.418870,-118.147878,381.691868,3551.884948,-12.352406,39.829425,168.100326,173.195510,74.525589,76.067799,0.226349
12.701434,2085.472788,-118.519569,382.890339,3556.938866,-12.344651,39.803036,167.707620,172.807748,74.502305,76.045299,0.227577
12.731534,2090.514893,-118.891028,384.088016,3561.980971,-12.336922,39.776736,167.315400,172.420508,74.478922,76.022707,0.228795
12.761634,2095.545199,-119.262254,385.284904,3567.011277,-12.329219,39.750525,166.923666,172.033788,74.455465,76.000023,0.230002
12.791734,2100.563721,-119.633248,386.481003,3572.029799,-12.321540,39.724401,166.532415,171.647586,74.431921,75.977247,0.231200
12.821834,2105.570474,-120.004012,387.676318,3577.036552,-12.313886,39.698365,166.141645,171.261900,74.408288,75.954377,0.232388
12.851840,2110.549777,-120.373381,388.867094,3582.015855,-12.306278,39.672496,165.752582,170.877939,74.384666,75.931486,0.233549
12.881845,2115.517413,-120.742521,390.057095,3586.983492,-12.298696,39.646713,165.363993,170.494487,74.360913,75.908502,0.234701
12.911851,2120.473397,-121.111435,391.246323,3591.939475,-12.291134,39.621015,164.975877,170.111542,74.337125,75.885425,0.235846
12.941856,2125.417742,-121.480121,392.434782,3596.883820,-12.283597,39.595400,164.588231,169.729102,74.313167,75.862254,0.236979
12.971861,2130.350463,-121.848583,393.622473,3601.816541,-12.276081,39.569873,164.201053,169.347167,74.289170,75.838988,0.238106
13.001867,2135.271573,-122.216818,394.809400,3606.737651,-12.268589,39.544425,163.814343,168.965733,74.265029,75.815628,0.239221
13.021056,2138.412709,-122.452200,395.568080,3609.878787,-12.263812,39.528200,163.567271,168.722055,74.249494,75.800636,0.239368
13.040246,2141.549106,-122.687490,396.326449,3613.015184,-12.259040,39.512005,163.320390,168.478581,74.233978,75.785607,0.239705
13.059435,2144.680768,-122.922689,397.084507,3616.146846,-12.254281,39.495846,163.073697,168.235311,74.218361,75.770537,0.239979
13.078625,2147.807697,-123.157796,397.842256,3619.273775,-12.249529,39.479721,162.827193,167.992244,74.202760,75.755429,0.240268
