# Time (s), Altitude AGL (m), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Speed - Velocity Magnitude (m/s), Attitude Angle (°), Path Angle (°), Angle of Attack (°)
46.762978,1756.176736,-464.810344,1517.042795,3227.642814,-8.252466,27.262934,-160.651465,163.157175,-78.076781,-79.945572,2.977200
46.780629,1753.339894,-464.955989,1517.523940,3224.805973,-8.249500,27.252122,-160.770501,163.272430,-78.087752,-79.956737,2.977116
46.798281,1750.500952,-465.101581,1518.004894,3221.967030,-8.246530,27.241303,-160.889448,163.387601,-78.098654,-79.967884,2.977083
46.815933,1747.659911,-465.247121,1518.485657,3219.125989,-8.243560,27.230475,-161.008305,163.502689,-78.109579,-79.979012,2.976949
46.833585,1744.816772,-465.392609,1518.966229,3216.282850,-8.240589,27.219639,-161.127072,163.617692,-78.120477,-79.990123,2.976811
46.851237,1741.971538,-465.538044,1519.446610,3213.437616,-8.237616,27.208794,-161.245749,163.732612,-78.131371,-80.001215,2.976672
46.868111,1739.249749,-465.677020,1519.905639,3210.715827,-8.234773,27.198419,-161.359111,163.842388,-78.141770,-80.011802,2.976578
46.884984,1736.526047,-465.815948,1520.364493,3207.992125,-8.231927,27.188036,-161.472391,163.952088,-78.152156,-80.022372,2.976471
46.901858,1733.800434,-465.954829,1520.823171,3205.266513,-8.229080,27.177644,-161.585589,164.061710,-78.162526,-80.032926,2.976368
46.918732,1731.072913,-466.093661,1521.281674,3202.538991,-8.226231,27.167245,-161.698705,164.171256,-78.172879,-80.043464,2.976263
46.935606,1728.343483,-466.232444,1521.740002,3199.809561,-8.223379,27.156838,-161.811739,164.280725,-78.183214,-80.053985,2.976158
46.963640,1723.804527,-466.462917,1522.501090,3195.270606,-8.218636,27.139531,-161.999353,164.462429,-78.200340,-80.071431,2.975887
46.991675,1719.260316,-466.693257,1523.261693,3190.726394,-8.213886,27.122202,-162.186741,164.643921,-78.217387,-80.088831,2.979228
47.019710,1714.710854,-466.923463,1524.021809,3186.176932,-8.209129,27.104852,-162.373900,164.825199,-78.234373,-80.106187,2.980776
47.047744,1710.156148,-467.153536,1524.781439,3181.622226,-8.204366,27.087482,-162.560832,165.006264,-78.251290,-80.123499,2.982498
47.075779,1705.596205,-467.383475,1525.540582,3177.062283,-8.199597,27.070092,-162.747535,165.187116,-78.268140,-80.140767,2.983683
47.103813,1701.031031,-467.613280,1526.299236,3172.497109,-8.194823,27.052683,-162.934009,165.367754,-78.284926,-80.157989,2.985090
47.138730,1695.337913,-467.899310,1527.243440,3166.803992,-8.188871,27.030973,-163.165939,165.592436,-78.305749,-80.179378,2.987466
47.173646,1689.636704,-468.185132,1528.186884,3161.102782,-8.182913,27.009234,-163.397513,165.816785,-78.326510,-80.200698,2.986803
47.208563,1683.927415,-468.470745,1529.129569,3155.393493,-8.176959,26.987467,-163.628731,166.040801,-78.347194,-80.221948,2.986736
47.243479,1678.210059,-468.756152,1530.071494,3149.676138,-8.171073,26.965702,-163.859582,166.264482,-78.367799,-80.243112,2.987146
47.278395,1672.484650,-469.041356,1531.012659,3143.950728,-8.165357,26.943979,-164.090052,166.487826,-78.388751,-80.264167,2.987607
47.313312,1666.751199,-469.326362,1531.953066,3138.217278,-8.159697,26.922244,-164.320159,166.710835,-78.410717,-80.285142,2.988013
47.348228,1661.009721,-469.611171,1532.892715,3132.475799,-8.154096,26.900492,-164.549903,166.933509,-78.433552,-80.306040,2.988363
47.352857,1660.248051,-469.648910,1533.017214,3131.714129,-8.153351,26.897606,-164.580330,166.963000,-78.436631,-80.308806,2.988359
47.357485,1659.486240,-469.686645,1533.141699,3130.952318,-8.152607,26.894720,-164.610751,166.992486,-78.439733,-80.311570,2.988373
47.362113,1658.724288,-469.724376,1533.266172,3130.190367,-8.151861,26.891833,-164.641166,167.021966,-78.442847,-80.314333,2.988379
47.366742,1657.962196,-469.762105,1533.390631,3129.428274,-8.151115,26.888945,-164.671575,167.051440,-78.445977,-80.317096,2.988386
47.371370,1657.199963,-469.799829,1533.515076,3128.666041,-8.150368,26.886057,-164.701977,167.080908,-78.449120,-80.319857,2.988393
47.375998,1656.437589,-469.837551,1533.639509,3127.903667,-8.149621,26.883167,-164.732373,167.110370,-78.452276,-80.322617,2.988400
47.393546,1653.545889,-469.980534,1534.111153,3125.011967,-8.146777,26.872205,-164.847560,167.222018,-78.464355,-80.333074,2.988405
47.411094,1650.652169,-470.123466,1534.582604,3122.118247,-8.143914,26.861228,-164.962658,167.333581,-78.476582,-80.343518,2.988277
47.428642,1647.756429,-470.266349,1535.053863,3119.222508,-8.141030,26.850235,-165.077669,167.445060,-78.488912,-80.353950,2.988128
47.446190,1644.858673,-470.409180,1535.524929,3116.324751,-8.138123,26.839225,-165.192592,167.556455,-78.501298,-80.364371,2.987971
47.463737,1641.958900,-470.551961,1535.995801,3113.424978,-8.135190,26.828198,-165.307428,167.667765,-78.513686,-80.374781,2.987815
47.483248,1638.732369,-470.710653,1536.519122,3110.198448,-8.131902,26.815918,-165.435008,167.791427,-78.527408,-80.386343,2.987482
47.502759,1635.503351,-470.869281,1537.042203,3106.969429,-8.128588,26.803618,-165.562479,167.914985,-78.541014,-80.397890,2.987188
47.522270,1632.271846,-471.027844,1537.565043,3103.737924,-8.125250,26.791301,-165.689840,168.038438,-78.554456,-80.409422,2.986879
47.541781,1629.037858,-471.186342,1538.087644,3100.503936,-8.121895,26.778968,-165.817092,168.161786,-78.567693,-80.420938,2.986574
47.561292,1625.801387,-471.344774,1538.610003,3097.267465,-8.118529,26.766621,-165.944233,168.285029,-78.580701,-80.432436,2.986266
47.588487,1621.286060,-471.565497,1539.337698,3092.752138,-8.113831,26.749395,-166.121262,168.456636,-78.598432,-80.448430,2.986305
47.615682,1616.765921,-471.786092,1540.064924,3088.231999,-8.109142,26.732156,-166.298072,168.628038,-78.615699,-80.464382,2.989801
47.642878,1612.240977,-472.006559,1540.791681,3083.707055,-8.104475,26.714909,-166.474661,168.799234,-78.632595,-80.480290,2.991405
47.670073,1607.711234,-472.226901,1541.517969,3079.177312,-8.099843,26.697660,-166.651025,168.970224,-78.649218,-80.496150,2.993058
47.697269,1603.176697,-472.447117,1542.243788,3074.642775,-8.095252,26.680409,-166.827166,169.141008,-78.665693,-80.511963,2.994212
47.724464,1598.637373,-472.667208,1542.969138,3070.103451,-8.090703,26.663158,-167.003082,169.311585,-78.682138,-80.527727,2.995575
47.757189,1593.168706,-472.931889,1543.841355,3064.634784,-8.085276,26.642395,-167.214471,169.516572,-78.702035,-80.546634,2.999535
47.789914,1587.693126,-473.196393,1544.712893,3059.159204,-8.079886,26.621623,-167.425538,169.721260,-78.722196,-80.565477,3.003420
47.822640,1582.210645,-473.460721,1545.583750,3053.676723,-8.074515,26.600832,-167.636284,169.925648,-78.742694,-80.584262,3.007485
47.855365,1576.721271,-473.724873,1546.453927,3048.187350,-8.069139,26.580015,-167.846713,170.129736,-78.763514,-80.602993,3.011532
47.888090,1571.225017,-473.988849,1547.323422,3042.691095,-8.063741,26.559164,-168.056826,170.333526,-78.784579,-80.621674,3.015605
47.920815,1565.721892,-474.252648,1548.192234,3037.187970,-8.058308,26.538275,-168.266625,170.537015,-78.805753,-80.640309,3.019716
47.953540,1560.211906,-474.516268,1549.060362,3031.677985,-8.052836,26.517347,-168.476110,170.740205,-78.826890,-80.658898,3.023842
47.986265,1554.695070,-474.779708,1549.927804,3026.161149,-8.047328,26.496382,-168.685279,170.943094,-78.847865,-80.677441,3.028003
48.018991,1549.171395,-475.042968,1550.794560,3020.637473,-8.041794,26.475386,-168.894132,171.145682,-78.868556,-80.695936,3.032186
48.051716,1543.640889,-475.306047,1551.660628,3015.106967,-8.036251,26.454360,-169.102667,171.347969,-78.888959,-80.714380,3.036399
48.084441,1538.103565,-475.568944,1552.526007,3009.569643,-8.030710,26.433313,-169.310881,171.549954,-78.909014,-80.732769,3.040639
48.117166,1532.559431,-475.831660,1553.390698,3004.025510,-8.025190,26.412248,-169.518772,171.751636,-78.928848,-80.751102,3.044905
48.149891,1527.008500,-476.094196,1554.254699,2998.474578,-8.019693,26.391165,-169.726341,171.953016,-78.948478,-80.769378,3.049199
48.182617,1521.450782,-476.356552,1555.118010,2992.916860,-8.014229,26.370074,-169.933584,172.154093,-78.968005,-80.787593,3.053519
48.215342,1515.886287,-476.618731,1555.980630,2987.352365,-8.008794,26.348958,-170.140505,172.354866,-78.987620,-80.805754,3.057864
48.235515,1512.452742,-476.780259,1556.512038,2983.918821,-8.005449,26.335939,-170.267897,172.478479,-78.999606,-80.816919,3.057417
48.255688,1509.016630,-476.941720,1557.043184,2980.482708,-8.002117,26.322909,-170.395167,172.601976,-79.011783,-80.828064,3.057924
48.275861,1505.577951,-477.103114,1557.574067,2977.044029,-7.998784,26.309872,-170.522314,172.725358,-79.023898,-80.839189,3.058144
48.296034,1502.136708,-477.264440,1558.104686,2973.602786,-7.995457,26.296827,-170.649339,172.848625,-79.036145,-80.850294,3.058411
48.316207,1498.692904,-477.425700,1558.635043,2970.158982,-7.992123,26.283770,-170.776242,172.971776,-79.048353,-80.861381,3.058661
48.336380,1495.246541,-477.586892,1559.165136,2966.712620,-7.988790,26.270706,-170.903022,173.094811,-79.060630,-80.872448,3.058918
48.353148,1492.380039,-477.720821,1559.605539,2963.846117,-7.986015,26.259837,-171.008308,173.196988,-79.070838,-80.881633,3.059038
48.369915,1489.511771,-477.854703,1560.045761,2960.977849,-7.983236,26.248962,-171.113509,173.299085,-79.081048,-80.890805,3.058948
48.386683,1486.641740,-477.988539,1560.485799,2958.107818,-7.980452,26.238078,-171.218626,173.401102,-79.091260,-80.899966,3.058823
48.403450,1483.769948,-478.122328,1560.925656,2955.236026,-7.977664,26.227187,-171.323659,173.503039,-79.101451,-80.909113,3.058689
48.420218,1480.896394,-478.256070,1561.365329,2952.362473,-7.974872,26.216289,-171.428607,173.604896,-79.111627,-80.918249,3.058555
48.437770,1477.886442,-478.396023,1561.825389,2949.352520,-7.971944,26.204872,-171.538379,173.711435,-79.122244,-80.927799,3.058363
48.455323,1474.874564,-478.535924,1562.285248,2946.340642,-7.969013,26.193447,-171.648057,173.817886,-79.132825,-80.937335,3.058185
48.472875,1471.860761,-478.675774,1562.744906,2943.326840,-7.966079,26.182015,-171.757643,173.924249,-79.143360,-80.946857,3.058002
48.490428,1468.845036,-478.815572,1563.204364,2940.311114,-7.963144,26.170576,-171.867137,174.030524,-79.153848,-80.956366,3.057819
48.507980,1465.827390,-478.955319,1563.663620,2937.293468,-7.960208,26.159129,-171.976537,174.136712,-79.164286,-80.965860,3.057635
48.535090,1461.162896,-479.171055,1564.372543,2932.628974,-7.955675,26.141438,-172.145322,174.300544,-79.180311,-80.980495,3.057471
48.562199,1456.493829,-479.386669,1565.080985,2927.959907,-7.951147,26.123732,-172.313885,174.464165,-79.196207,-80.995095,3.061359
48.589309,1451.820196,-479.602159,1565.788948,2923.286274,-7.946628,26.106013,-172.482224,174.627577,-79.212022,-81.009659,3.063176
48.616418,1447.142002,-479.817528,1566.496429,2918.608080,-7.942119,26.088282,-172.650341,174.790777,-79.227771,-81.024188,3.065158
48.643528,1442.459253,-480.032774,1567.203430,2913.925332,-7.937621,26.070538,-172.818233,174.953767,-79.243480,-81.038681,3.066505
48.670637,1437.771956,-480.247898,1567.909950,2909.238035,-7.933134,26.052780,-172.985903,175.116545,-79.259172,-81.053139,3.068113
48.701387,1432.449759,-480.491762,1568.710757,2903.915837,-7.928054,26.032622,-173.175816,175.300926,-79.276961,-81.069496,3.071447
48.732137,1427.121726,-480.735470,1569.510944,2898.587804,-7.922982,26.012445,-173.365442,175.485035,-79.294770,-81.085809,3.074685
48.762887,1421.787867,-480.979022,1570.310510,2893.253945,-7.917913,25.992249,-173.554781,175.668871,-79.312589,-81.102080,3.078036
48.793636,1416.448190,-481.222418,1571.109455,2887.914268,-7.912843,25.972031,-173.743834,175.852436,-79.330417,-81.118309,3.081380
48.824386,1411.102703,-481.465658,1571.907778,2882.568782,-7.907769,25.951790,-173.932600,176.035728,-79.348233,-81.134496,3.084745
48.855136,1405.751417,-481.708742,1572.705478,2877.217495,-7.902690,25.931529,-174.121079,176.218747,-79.366007,-81.150643,3.088136
48.885886,1400.394340,-481.951670,1573.502555,2871.860418,-7.897605,25.911245,-174.309271,176.401493,-79.383740,-81.166749,3.091539
48.916635,1395.031480,-482.194441,1574.299008,2866.497558,-7.892516,25.890940,-174.497177,176.583967,-79.401369,-81.182814,3.094966
48.947385,1389.662846,-482.437056,1575.094836,2861.128925,-7.887427,25.870614,-174.684795,176.766167,-79.418950,-81.198839,3.098409
48.978135,1384.288448,-482.679515,1575.890039,2855.754526,-7.882337,25.850268,-174.872125,176.948093,-79.436397,-81.214822,3.101873
49.008885,1378.908294,-482.921816,1576.684615,2850.374372,-7.877255,25.829906,-175.059166,177.129745,-79.453793,-81.230763,3.105355
49.039635,1373.522393,-483.163962,1577.478566,2844.988471,-7.872177,25.809520,-175.245919,177.311124,-79.471110,-81.246663,3.108856
49.067625,1368.614890,-483.384239,1578.200713,2840.080968,-7.867561,25.790955,-175.415658,177.475984,-79.486768,-81.261098,3.110665
49.095614,1363.702640,-483.604388,1578.922341,2835.168718,-7.862957,25.772367,-175.585159,177.640618,-79.502513,-81.275500,3.112738
49.123604,1358.785649,-483.824407,1579.643448,2830.251727,-7.858351,25.753772,-175.754419,177.805024,-79.518050,-81.289867,3.114726
49.151594,1353.863924,-484.044298,1580.364035,2825.330002,-7.853764,25.735155,-175.923440,177.969202,-79.533813,-81.304200,3.116748
49.179584,1348.937471,-484.264060,1581.084100,2820.403550,-7.849163,25.716522,-176.092223,178.133152,-79.549281,-81.318501,3.118777
49.207574,1344.006298,-484.483693,1581.803644,2815.472376,-7.844585,25.697882,-176.260763,178.296874,-79.564966,-81.332764,3.120810
49.220075,1341.802464,-484.581743,1582.124830,2813.268542,-7.842534,25.689542,-176.335959,178.369920,-79.571925,-81.339127,3.120732
49.232576,1339.597691,-484.679766,1582.445913,2811.063769,-7.840486,25.681207,-176.411106,178.442921,-79.578871,-81.345480,3.120753
49.245076,1337.391978,-484.777764,1582.766891,2808.858056,-7.838437,25.672866,-176.486205,178.515876,-79.585826,-81.351829,3.120741
49.257577,1335.185327,-484.875736,1583.087765,2806.651405,-7.836388,25.664523,-176.561257,178.588785,-79.592762,-81.358170,3.120726
49.270077,1332.977738,-484.973683,1583.408534,2804.443816,-7.834339,25.656176,-176.636261,178.661649,-79.599699,-81.364505,3.120709
49.285787,1330.202118,-485.096737,1583.811499,2801.668196,-7.831764,25.645682,-176.730451,178.753153,-79.608401,-81.372457,3.120595
49.301496,1327.425018,-485.219750,1584.214300,2798.891097,-7.829188,25.635183,-176.824565,178.844585,-79.617093,-81.380398,3.120501
49.317206,1324.646441,-485.342723,1584.616935,2796.112520,-7.826613,25.624679,-176.918604,178.935945,-79.625767,-81.388330,3.120398
49.332916,1321.866388,-485.465656,1585.019405,2793.332466,-7.824037,25.614170,-177.012567,179.027233,-79.634427,-81.396251,3.120297
49.348625,1319.084858,-485.588548,1585.421710,2790.550936,-7.821461,25.603656,-177.106454,179.118448,-79.643072,-81.404162,3.120195
49.374522,1314.496277,-485.791048,1586.084551,2785.962355,-7.817216,25.586313,-177.261062,179.268660,-79.657289,-81.417182,3.119992
49.400420,1309.903694,-485.993438,1586.746943,2781.369772,-7.812972,25.568956,-177.415465,179.418676,-79.671443,-81.430173,3.123313
49.426317,1305.307116,-486.195717,1587.408885,2776.773194,-7.808730,25.551587,-177.569661,179.568495,-79.685565,-81.443137,3.124875
49.452214,1300.706546,-486.397888,1588.070377,2772.172624,-7.804492,25.534204,-177.723652,179.718118,-79.699647,-81.456073,3.126617
49.478112,1296.101992,-486.599948,1588.731419,2767.568070,-7.800258,25.516809,-177.877436,179.867545,-79.713697,-81.468981,3.127810
49.504009,1291.493457,-486.801899,1589.392010,2762.959536,-7.796028,25.499400,-178.031013,180.016774,-79.727716,-81.481861,3.129230
49.536019,1285.791681,-487.051365,1590.207897,2757.257759,-7.790805,25.477865,-178.220554,180.200955,-79.745000,-81.497744,3.131488
49.568029,1280.083843,-487.300664,1591.023094,2751.549921,-7.785590,25.456308,-178.409780,180.384835,-79.762268,-81.513585,3.130777
49.600038,1274.369952,-487.549796,1591.837600,2745.836030,-7.780378,25.434731,-178.598690,180.568413,-79.779479,-81.529385,3.130646
49.632048,1268.650020,-487.798761,1592.651416,2740.116098,-7.775173,25.413135,-178.787284,180.751691,-79.796668,-81.545143,3.130963
49.664058,1262.924055,-488.047559,1593.464540,2734.390134,-7.769968,25.391516,-178.975563,180.934667,-79.813794,-81.560862,3.131381
49.696068,1257.192069,-488.296192,1594.276972,2728.658148,-7.764769,25.369881,-179.163525,181.117341,-79.830872,-81.576538,3.131893
49.728078,1251.454072,-488.544657,1595.088711,2722.920150,-7.759571,25.348217,-179.351173,181.299714,-79.847971,-81.592177,3.132293
49.740010,1249.313571,-488.637236,1595.391127,2720.779649,-7.757630,25.340140,-179.421041,181.367620,-79.854248,-81.597995,3.132291
49.751942,1247.172237,-488.729791,1595.693446,2718.638316,-7.755694,25.332058,-179.490866,181.435484,-79.860611,-81.603808,3.132331
49.763875,1245.030070,-488.822323,1595.995670,2716.496149,-7.753756,25.323974,-179.560646,181.503306,-79.866920,-81.609616,3.132358
49.775807,1242.887071,-488.914832,1596.297796,2714.353149,-7.751820,25.315887,-179.630383,181.571086,-79.873251,-81.615418,3.132385
49.787740,1240.743240,-489.007318,1596.599826,2712.209318,-7.749884,25.307797,-179.700075,181.638824,-79.879555,-81.621214,3.132412
49.799672,1238.598578,-489.099781,1596.901760,2710.064656,-7.747948,25.299705,-179.769724,181.706520,-79.885864,-81.627005,3.132439
49.817026,1235.477994,-489.234214,1597.340706,2706.944072,-7.745135,25.287931,-179.870939,181.804899,-79.895035,-81.635417,3.132527
49.834380,1232.355654,-489.368598,1597.779448,2703.821732,-7.742322,25.276151,-179.972061,181.903189,-79.904190,-81.643817,3.132365
49.851734,1229.231560,-489.502933,1598.217986,2700.697638,-7.739510,25.264364,-180.073090,182.001390,-79.913325,-81.652206,3.132165
49.869088,1226.105714,-489.637219,1598.656319,2697.571792,-7.736699,25.252572,-180.174026,182.099502,-79.922442,-81.660583,3.131949
49.886441,1222.978116,-489.771457,1599.094447,2694.444195,-7.733890,25.240773,-180.274869,182.197525,-79.931541,-81.668948,3.131735
49.904427,1219.734887,-489.910527,1599.548299,2691.200965,-7.730980,25.228540,-180.379283,182.299021,-79.940953,-81.677606,3.131453
49.922412,1216.489781,-490.049544,1600.001931,2687.955859,-7.728072,25.216300,-180.483596,182.400420,-79.950349,-81.686251,3.131187
49.940397,1213.242800,-490.188509,1600.455342,2684.708878,-7.725165,25.204054,-180.587809,182.501724,-79.959728,-81.694883,3.130914
49.958382,1209.993945,-490.327422,1600.908534,2681.460023,-7.722260,25.191802,-180.691921,182.602932,-79.969092,-81.703503,3.130641
49.976368,1206.743218,-490.466283,1601.361504,2678.209297,-7.719357,25.179545,-180.795934,182.704044,-79.978440,-81.712111,3.130367
50.001482,1202.200840,-490.660098,1601.993655,2673.666918,-7.715306,25.162418,-180.941007,182.845075,-79.991469,-81.724109,3.130444
50.026596,1197.654821,-490.853811,1602.625375,2669.120899,-7.711258,25.145279,-181.085885,182.985918,-80.004457,-81.736084,3.133812
50.051711,1193.105166,-491.047423,1603.256665,2664.571244,-7.707213,25.128129,-181.230567,183.126575,-80.017427,-81.748034,3.135372
50.076825,1188.551879,-491.240933,1603.887524,2660.017957,-7.703171,25.110967,-181.375053,183.267044,-80.030374,-81.759961,3.136985
50.101939,1183.994967,-491.434342,1604.517952,2655.461045,-7.699131,25.093793,-181.519344,183.407326,-80.043300,-81.771863,3.138107
50.127053,1179.434433,-491.627649,1605.147948,2650.900511,-7.695094,25.076607,-181.663439,183.547421,-80.056202,-81.783743,3.139431
50.155989,1174.175497,-491.850244,1605.873267,2645.641576,-7.690446,25.056791,-181.829216,183.708600,-80.071030,-81.797400,3.142459
50.184924,1168.911769,-492.072704,1606.598013,2640.377847,-7.685801,25.036959,-181.994734,183.869530,-80.085824,-81.811027,3.145386
50.213860,1163.643255,-492.295030,1607.322185,2635.109334,-7.681159,25.017110,-182.159991,184.030210,-80.100581,-81.824622,3.148428
50.242796,1158.369964,-492.517222,1608.045782,2629.836042,-7.676520,24.997246,-182.324988,184.190642,-80.115299,-81.838187,3.151455
50.271731,1153.091901,-492.739279,1608.768804,2624.557979,-7.671885,24.977366,-182.489725,184.350824,-80.129977,-81.851721,3.154501
50.300667,1147.809076,-492.961203,1609.491251,2619.275154,-7.667253,24.957471,-182.654201,184.510757,-80.144614,-81.865224,3.157566
50.329602,1142.521495,-493.182992,1610.213121,2613.987573,-7.662625,24.937559,-182.818417,184.670440,-80.159211,-81.878697,3.160640
50.358538,1137.229166,-493.404648,1610.934416,2608.695244,-7.658002,24.917633,-182.982372,184.829873,-80.173770,-81.892139,3.163732
50.387473,1131.932097,-493.626170,1611.655133,2603.398175,-7.653383,24.897691,-183.146067,184.989056,-80.188290,-81.905551,3.166835
50.416409,1126.630295,-493.847558,1612.375274,2598.096373,-7.648768,24.877734,-183.309500,185.147990,-80.202777,-81.918932,3.169954
50.445345,1121.323768,-494.068813,1613.094836,2592.789846,-7.644158,24.857761,-183.472673,185.306673,-80.217227,-81.932283,3.173086
50.474280,1116.012523,-494.289934,1613.813821,2587.478601,-7.639552,24.837773,-183.635584,185.465106,-80.231646,-81.945604,3.176232
50.503216,1110.696568,-494.510922,1614.532227,2582.162646,-7.634950,24.817770,-183.798235,185.623289,-80.246031,-81.958895,3.179393
50.532151,1105.375910,-494.731777,1615.250054,2576.841989,-7.630352,24.797752,-183.960624,185.781221,-80.260383,-81.972157,3.182567
50.561087,1100.050558,-494.952500,1615.967301,2571.516636,-7.625757,24.777723,-184.122752,185.938902,-80.274694,-81.985387,3.185755
50.593602,1094.060743,-495.200371,1616.772598,2565.526821,-7.620577,24.755302,-184.304611,186.115791,-80.290740,-82.000189,3.188334
50.626118,1088.065022,-495.448074,1617.577170,2559.531100,-7.615334,24.733205,-184.486091,186.292357,-80.307417,-82.014859,3.187372
50.658634,1082.063405,-495.695605,1618.381028,2553.529483,-7.610060,24.711296,-184.667210,186.468602,-80.326204,-82.029434,3.186954
50.691149,1076.055905,-495.942964,1619.184175,2547.521983,-7.604784,24.689504,-184.847982,186.644530,-80.347786,-82.043933,3.187431
50.723665,1070.042532,-496.190153,1619.986615,2541.508611,-7.599523,24.667657,-185.028432,186.820145,-80.372293,-82.058405,3.187868
50.756180,1064.023297,-496.437170,1620.788341,2535.489376,-7.594264,24.645675,-185.208575,186.995451,-80.398361,-82.072876,3.188231
50.788696,1057.998210,-496.684017,1621.589349,2529.464288,-7.589038,24.623505,-185.388419,187.170447,-80.425253,-82.087359,3.188644
50.792455,1057.301317,-496.712543,1621.681901,2528.767396,-7.588436,24.620930,-185.409190,187.190657,-80.428372,-82.089034,3.188635
50.796214,1056.604347,-496.741065,1621.774443,2528.070425,-7.587836,24.618351,-185.429957,187.210863,-80.431499,-82.090709,3.188646
50.799973,1055.907299,-496.769586,1621.866976,2527.373377,-7.587236,24.615771,-185.450720,187.231065,-80.434616,-82.092384,3.188648
50.803731,1055.210172,-496.798104,1621.959499,2526.676250,-7.586637,24.613187,-185.471479,187.251263,-80.437729,-82.094060,3.188652
50.807490,1054.512968,-496.826621,1622.052012,2525.979046,-7.586038,24.610601,-185.492234,187.271457,-80.440834,-82.095736,3.188656
50.811249,1053.815685,-496.855135,1622.144515,2525.281763,-7.585440,24.608012,-185.512985,187.291646,-80.443930,-82.097412,3.188660
50.827871,1050.731394,-496.981195,1622.553445,2522.197472,-7.582804,24.596536,-185.604697,187.380874,-80.457487,-82.104824,3.188660
50.844492,1047.645579,-497.107212,1622.962184,2519.111657,-7.580178,24.585019,-185.696329,187.470021,-80.470728,-82.112237,3.188511
50.861114,1044.558242,-497.233185,1623.370732,2516.024320,-7.577560,24.573468,-185.787880,187.559087,-80.483568,-82.119648,3.188339
50.877736,1041.469383,-497.359115,1623.779087,2512.935461,-7.574949,24.561896,-185.879348,187.648071,-80.495950,-82.127055,3.188157
50.894357,1038.379005,-497.485001,1624.187249,2509.845083,-7.572342,24.550313,-185.970731,187.736973,-80.507854,-82.134454,3.187977
50.910593,1035.358993,-497.607920,1624.585739,2506.825071,-7.569797,24.538999,-186.059907,187.823729,-80.519024,-82.141670,3.187830
50.926828,1032.337534,-497.730797,1624.984045,2503.803612,-7.567251,24.527696,-186.148999,187.910407,-80.529774,-82.148873,3.187673
50.943063,1029.314630,-497.853632,1625.382167,2500.780708,-7.564703,24.516412,-186.238005,187.997005,-80.540158,-82.156061,3.187520
50.959299,1026.290281,-497.976427,1625.780107,2497.756359,-7.562151,24.505154,-186.326925,188.083523,-80.550245,-82.163231,3.187366
50.975534,1023.264489,-498.099180,1626.177864,2494.730567,-7.559592,24.493928,-186.415758,188.169962,-80.560121,-82.170382,3.187214
50.999943,1018.712682,-498.283653,1626.775525,2490.178760,-7.555734,24.477113,-186.549148,188.299768,-80.574764,-82.181098,3.187187
51.024351,1014.157622,-498.468032,1627.372777,2485.623700,-7.551859,24.460376,-186.682339,188.429394,-80.589419,-82.191769,3.190422
51.048760,1009.599312,-498.652316,1627.969621,2481.065391,-7.547971,24.443707,-186.815334,188.558839,-80.604377,-82.202400,3.191931
51.073169,1005.037760,-498.836505,1628.566058,2476.503838,-7.544071,24.427088,-186.948135,188.688105,-80.619840,-82.212994,3.193557
51.097578,1000.472967,-499.020599,1629.162091,2471.939046,-7.540166,24.410497,-187.080746,188.817192,-80.635927,-82.223559,3.194677
51.121986,995.904941,-499.204597,1629.757719,2467.371019,-7.536260,24.393909,-187.213169,188.946100,-80.652652,-82.234100,3.195999
51.150132,990.633590,-499.416646,1630.444028,2462.099668,-7.531761,24.374757,-187.365638,189.094523,-80.672626,-82.246235,3.199020
51.178277,985.357950,-499.628568,1631.129797,2456.824028,-7.527274,24.355554,-187.517867,189.242710,-80.693122,-82.258355,3.201939
51.206423,980.078030,-499.840363,1631.815025,2451.544108,-7.522802,24.336285,-187.669857,189.390662,-80.713843,-82.270463,3.204971
51.234568,974.793835,-500.052034,1632.499709,2446.259913,-7.518346,24.316948,-187.821610,189.538378,-80.734461,-82.282561,3.207987
51.262714,969.505372,-500.263579,1633.183849,2440.971450,-7.513904,24.297555,-187.973124,189.685859,-80.754708,-82.294646,3.211022
51.290859,964.212649,-500.474999,1633.867442,2435.678727,-7.509471,24.278126,-188.124394,189.833104,-80.774385,-82.306711,3.214076
51.319005,958.915671,-500.686294,1634.550488,2430.381749,-7.505044,24.258687,-188.275418,189.980111,-80.793426,-82.318749,3.217139
51.347150,953.614446,-500.897465,1635.232987,2425.080524,-7.500618,24.239261,-188.426191,190.126880,-80.811875,-82.330756,3.220219
51.375296,948.308981,-501.108511,1635.914939,2419.775059,-7.496189,24.219870,-188.576711,190.273411,-80.829858,-82.342723,3.223309
51.403441,942.999283,-501.319432,1636.596347,2414.465361,-7.491756,24.200523,-188.726976,190.419703,-80.847615,-82.354650,3.226414
51.431587,937.685359,-501.530229,1637.277211,2409.151438,-7.487316,24.181226,-188.876985,190.565755,-80.865301,-82.366535,3.229531
51.459732,932.367217,-501.740901,1637.957532,2403.833296,-7.482874,24.161970,-189.026738,190.711568,-80.883204,-82.378380,3.232658
51.487878,927.044864,-501.951447,1638.637312,2398.510942,-7.478424,24.142742,-189.176240,190.857142,-80.901358,-82.390189,3.235796
51.516023,921.718306,-502.161868,1639.316550,2393.184385,-7.473979,24.123531,-189.325490,191.002477,-80.919913,-82.401965,3.238944
